Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
08/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Floriano;RJ;1.725;479.745
08/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Itatiaia;RJ;3;608
08/2023;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;MultiTerminais;RJ;10;1.988
08/2023;MRS;Contêiner Cheio de 20 Pés;Brisamar;RJ;Curuputuba;SP;521;149.805
08/2023;MRS;Contêiner Cheio de 20 Pés;Brisamar;RJ;Eldorado;MG;16;9.791
08/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Curuputuba;SP;6.173;1.309.731
08/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;386;93.644
08/2023;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Jundiaí;SP;3.006;412.008
08/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Arará;RJ;790;251.379
08/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Barnabé;SP;1.212;247.257
08/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Brisamar;RJ;2.083;598.935
08/2023;MRS;Contêiner Cheio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;7.134;1.513.627
08/2023;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Arará;RJ;3.731;2.174.429
08/2023;MRS;Contêiner Cheio de 20 Pés;Eldorado;MG;Brisamar;RJ;2.646;1.460.946
08/2023;MRS;Contêiner Cheio de 20 Pés;Final Ramal das Fábricas;SP;Eldorado;MG;606;583.293
08/2023;MRS;Contêiner Cheio de 20 Pés;Itutinga;MG;Final Ramal das Fábricas;SP;2.349;1.351.288
08/2023;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Barnabé;SP;278;35.832
08/2023;MRS;Contêiner Cheio de 20 Pés;Jundiaí;SP;Conceiçãozinha;SP;4.930;675.714
08/2023;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Boa Vista Velha;SP;7;1.342
08/2023;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Jundiaí;SP;134;18.694
08/2023;MRS;Contêiner Cheio de 20 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.458;596.316
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Barnabé;SP;263;137.341
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Conceiçãozinha;SP;452;239.727
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Couto e Silva;MG;46;30.300
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;4.001;1.465.374
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Eldorado;MG;176;113.098
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Floriano;RJ;1.685;290.139
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Itatiaia;RJ;321;65.140
08/2023;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;MultiTerminais;RJ;1.605;319.216
08/2023;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Curuputuba;SP;5.402;1.102.051
08/2023;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Jundiaí;SP;13.970;1.800.716
08/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Dias Tavares;MG;175;45.991
08/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Eldorado;MG;120;73.433
08/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Floriano;RJ;7.086;1.002.830
08/2023;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;MultiTerminais;RJ;465;78.223
08/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Água Branca;SP;2.759;227.402
08/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Curuputuba;SP;7.378;1.565.397
08/2023;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Jundiaí;SP;9.002;1.233.829
08/2023;MRS;Contêiner Cheio de 40 Pés;Edmar Alves;SP;Arará;RJ;8;2.930
08/2023;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Arará;RJ;15;8.742
08/2023;MRS;Contêiner Cheio de 40 Pés;Eldorado;MG;Brisamar;RJ;56;30.919
08/2023;MRS;Contêiner Cheio de 40 Pés;Floriano;RJ;Arará;RJ;435;74.902
08/2023;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Barnabé;SP;13.492;1.739.102
08/2023;MRS;Contêiner Cheio de 40 Pés;Jundiaí;SP;Conceiçãozinha;SP;33.334;4.568.822
08/2023;MRS;Contêiner Cheio de 40 Pés;Manoel Feio;SP;Arará;RJ;311;141.227
08/2023;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Boa Vista Velha;SP;970;185.966
08/2023;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Jundiaí;SP;3.204;446.986
08/2023;MRS;Contêiner Cheio de 40 Pés - Perigoso;Conceiçãozinha;SP;Eng. Neiva;SP;2.029;492.240
08/2023;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Curuputuba;SP;85;27.047
08/2023;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Eldorado;MG;90;57.834
08/2023;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Eldorado;MG;152;93.015
08/2023;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;5;1.213
08/2023;MRS;Contêiner Vazio de 20 Pés;Curuputuba;SP;Conceiçãozinha;SP;39;8.274
08/2023;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Arará;RJ;113;65.855
08/2023;MRS;Contêiner Vazio de 20 Pés;Eldorado;MG;Final Ramal das Fábricas;SP;2;1.613
08/2023;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;334;81.028
08/2023;MRS;Contêiner Vazio de 20 Pés;Final Ramal das Fábricas;SP;Itutinga;MG;230;132.310
08/2023;MRS;Contêiner Vazio de 20 Pés;Floriano;RJ;Arará;RJ;131;22.556
08/2023;MRS;Contêiner Vazio de 20 Pés;Itatiaia;RJ;Arará;RJ;5;1.014
08/2023;MRS;Contêiner Vazio de 20 Pés;Prudente de Morais;MG;Arará;RJ;4.999;3.436.047
08/2023;MRS;Contêiner Vazio de 40 Pés;Água Branca;SP;Final Ramal das Fábricas;SP;500;44.197
08/2023;MRS;Contêiner Vazio de 40 Pés;Água Branca;SP;Jundiaí;SP;68;3.715
08/2023;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Barnabé;SP;58;30.287
08/2023;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Eldorado;MG;3;1.927
08/2023;MRS;Contêiner Vazio de 40 Pés;Arará;RJ;Floriano;RJ;34;5.854
08/2023;MRS;Contêiner Vazio de 40 Pés;Couto e Silva;MG;Arará;RJ;20;11.977
08/2023;MRS;Contêiner Vazio de 40 Pés;Curuputuba;SP;Conceiçãozinha;SP;1.030;218.536
08/2023;MRS;Contêiner Vazio de 40 Pés;Dias Tavares;MG;Brisamar;RJ;31;20.088
08/2023;MRS;Contêiner Vazio de 40 Pés;Edmar Alves;SP;Arará;RJ;381;139.542
08/2023;MRS;Contêiner Vazio de 40 Pés;Edmar Alves;SP;Manoel Feio;SP;88;7.731
08/2023;MRS;Contêiner Vazio de 40 Pés;Eldorado;MG;Arará;RJ;17;9.907
08/2023;MRS;Contêiner Vazio de 40 Pés;Eldorado;MG;Brisamar;RJ;3;1.656
08/2023;MRS;Contêiner Vazio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;575;139.496
08/2023;MRS;Contêiner Vazio de 40 Pés;Floriano;RJ;Arará;RJ;173;29.788
08/2023;MRS;Contêiner Vazio de 40 Pés;Floriano;RJ;Brisamar;RJ;109;15.426
08/2023;MRS;Contêiner Vazio de 40 Pés;Itatiaia;RJ;Arará;RJ;728;147.733
08/2023;MRS;Contêiner Vazio de 40 Pés;MultiTerminais;RJ;Brisamar;RJ;99;16.653
08/2023;MRS;Coque;Baia Sepetiba;RJ;Prudente de Morais;MG;32;21.173
08/2023;MRS;Coque;Baia Sepetiba;RJ;Volta Redonda;RJ;120.185;14.301.534
08/2023;MRS;Coque;Baia Sepetiba;RJ;Wilson Lobato;MG;3.123;2.195.850
08/2023;MRS;Coque;Curuputuba;SP;Ouro Branco;MG;23.469;14.124.183
08/2023;MRS;Coque;Curuputuba;SP;Vespasiano;MG;6.090;4.897.730
08/2023;MRS;Coque;Vespasiano;MG;Ouro Branco;MG;5.812;1.287.660
08/2023;MRS;Demais Produtos;Suzano Novo;SP;Dr. Joaquim Murtinho;MG;5.431;3.450.841
08/2023;MRS;Demais Produtos;Suzano Novo;SP;Sarzedo Novo;MG;9.989;7.036.151
08/2023;MRS;Escória;Ouro Branco;MG;Wilson Lobato;MG;15.750;3.904.299
08/2023;MRS;Escória;Siderúrgica do Atlântico;RJ;São Bento;SP;4.335;1.816.130
08/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Arará;RJ;25.401;17.459.298
08/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Barreiro;MG;4.000;438.900
08/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Curuputuba;SP;1.015;703.418
08/2023;MRS;Ferro Gusa;Prudente de Morais;MG;Itaguai;RJ;5.595;3.718.883
08/2023;MRS;Ferro Gusa;São Bento;SP;Arará;RJ;40.717;17.655.420
08/2023;MRS;Ferro Gusa;Sarzedo Novo;MG;Arará;RJ;85.626;47.152.432
08/2023;MRS;Ferro Gusa;Sarzedo Novo;MG;Itaguai;RJ;9.660;5.100.595
08/2023;MRS;Grãos - Milho;Pederneiras;SP;Conceiçãozinha;SP;98.420;51.939.088
08/2023;MRS;Minério de Ferro;Baia Sepetiba;RJ;Volta Redonda;RJ;34.000;4.045.864
08/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;277.645;142.078.441
08/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Brisamar;RJ;354.074;179.418.855
08/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;79.866;42.636.224
08/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Porto Sudeste;RJ;53.050;27.041.016
08/2023;MRS;Minério de Ferro;Carlos Newlands;MG;Siderúrgica do Atlântico;RJ;137.612;71.933.507
08/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;1.475.286;650.764.882
08/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Porto Sudeste;RJ;14.991;6.582.713
08/2023;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;302.897;97.567.667
08/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Baia Sepetiba;RJ;82.761;35.056.317
08/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Brisamar;RJ;221.678;92.791.085
08/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Porto Sudeste;RJ;13.056;5.504.213
08/2023;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Volta Redonda;RJ;13.055;3.976.409
08/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Baia Sepetiba;RJ;255.830;116.663.340
08/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Brisamar;RJ;292.865;132.087.679
08/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Guaiba;RJ;87.614;41.891.670
08/2023;MRS;Minério de Ferro;Dr. Joaquim Murtinho;MG;Porto Sudeste;RJ;14.144;6.421.644
08/2023;MRS;Minério de Ferro;Guaiba;RJ;Pires;MG;11.407;6.206.788
08/2023;MRS;Minério de Ferro;Itutinga;MG;Baia Sepetiba;RJ;28.395;9.250.351
08/2023;MRS;Minério de Ferro;Itutinga;MG;Porto Sudeste;RJ;16.230;5.254.852
08/2023;MRS;Minério de Ferro;Itutinga;MG;Siderúrgica do Atlântico;RJ;27.454;9.245.793
08/2023;MRS;Minério de Ferro;Olhos D Água;MG;Baia Sepetiba;RJ;88.570;48.800.918
08/2023;MRS;Minério de Ferro;Olhos D Água;MG;Guaiba;RJ;473.984;271.643.548
08/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Baia Sepetiba;RJ;856.892;415.231.011
08/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Guaiba;RJ;1.309.139;663.338.113
08/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Siderúrgica do Atlântico;RJ;101.765;50.432.495
08/2023;MRS;Minério de Ferro;Otavio Dapieve;MG;Volta Redonda;RJ;124.069;45.357.393
08/2023;MRS;Minério de Ferro;Ouro Branco;MG;Porto Sudeste;RJ;13.056;6.052.683
08/2023;MRS;Minério de Ferro;Pires;MG;Baia Sepetiba;RJ;990.661;449.179.566
08/2023;MRS;Minério de Ferro;Pires;MG;Guaiba;RJ;308.889;146.887.221
08/2023;MRS;Minério de Ferro;Pires;MG;Porto Sudeste;RJ;202.176;91.265.076
08/2023;MRS;Minério de Ferro;Pires;MG;Siderúrgica do Atlântico;RJ;149.804;69.571.074
08/2023;MRS;Minério de Ferro;Sarzedo;MG;Baia Sepetiba;RJ;182.012;96.176.778
08/2023;MRS;Minério de Ferro;Sarzedo;MG;Brisamar;RJ;143.549;75.134.837
08/2023;MRS;Minério de Ferro;Sarzedo;MG;Guaiba;RJ;113.417;62.439.347
08/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Baia Sepetiba;RJ;323.350;169.762.628
08/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Brisamar;RJ;87.341;45.418.368
08/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Guaiba;RJ;159.723;87.389.564
08/2023;MRS;Minério de Ferro;Sarzedo Novo;MG;Porto Sudeste;RJ;802.732;419.838.466
08/2023;MRS;Minério de Ferro;Suzano Novo;SP;Siderúrgica do Atlântico;RJ;7.752;3.500.570
08/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Cel. João Carlos Guedes;MG;Dias Tavares;MG;11.855;2.719.904
08/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Itaguai;RJ;Pires;MG;32.937;15.032.907
08/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Olhos D Água;MG;Sarzedo;MG;7.173;161.951
08/2023;MRS;Minério de Ferro Especial - MRS distancia menor 100 km;Otavio Dapieve;MG;Ouro Branco;MG;12.920;1.265.320
08/2023;MRS;Óleo Diesel;Embiruçu;MG;Cel. João Carlos Guedes;MG;4.195;608.463
08/2023;MRS;Outras - Carga Geral Não Conteinerizada;Arará;RJ;MultiTerminais;RJ;1.044;207.640
08/2023;MRS;Outras - Carga Geral Não Conteinerizada;Brisamar;RJ;Volta Redonda;RJ;390;44.458
08/2023;MRS;Outros Graneis Minerais;Arará;RJ;Dias Tavares;MG;1.566;459.581
08/2023;MRS;Outros Graneis Minerais;Arará;RJ;Terminal Paraibuna de Metais;MG;2.146;631.537
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Boa Vista Velha;SP;14.259;11.280.864
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Lafaiete Bandeira;MG;Usiminas;SP;8.411;4.528.473
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Barbará;RJ;1.236;422.058
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Caçapava;SP;618;331.688
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Curuputuba;SP;1.027;510.354
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Parque Industrial;MG;12.608;2.026.282
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Santos;SP;1.774;1.262.298
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Bento;SP;20.791;12.731.326
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;São Caetano do Sul;SP;894;601.065
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Parque Industrial;MG;Boa Vista Velha;SP;7.560;6.568.830
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Barbará;RJ;1.188;431.936
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Floriano;RJ;1.012;345.276
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Ipiranga;SP;7.711;406.007
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;São Caetano do Sul;SP;1.068;51.758
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Piaçaguera;SP;Utinga;SP;11.045;495.467
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Ipiranga;SP;2.225;767.057
08/2023;MRS;Prd. Siderúrgicos - Bobina - BF;Volta Redonda;RJ;Paulínia;SP;760;353.600
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Brisamar;RJ;Volta Redonda;RJ;31.741;3.618.347
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Floriano;RJ;Brisamar;RJ;127;17.973
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Barbará;RJ;879;311.392
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Cruzeiro;SP;2.265;1.004.964
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Ipiranga;SP;6.964;4.741.995
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;Manoel Feio;SP;5.306;3.425.707
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Lafaiete Bandeira;MG;São Caetano do Sul;SP;728;498.767
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Nova Granja;MG;Barbará;RJ;1.661;827.173
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Barbará;RJ;2.106;909.815
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Parque Industrial;MG;Cruzeiro;SP;1.138;593.405
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Cruzeiro;SP;1.150;422.188
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Ipiranga;SP;810;42.648
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Paulínia;SP;414;112.192
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Replan;SP;2.887;553.449
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Piaçaguera;SP;Usiminas;SP;1.119;186.309
08/2023;MRS;Prd. Siderúrgicos - Bobina - BQ;Volta Redonda;RJ;Brisamar;RJ;30.598;3.488.049
08/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Caçapava;SP;1.967;1.242.435
08/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Dias Tavares;MG;Eldorado;MG;1.276;445.497
08/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Barbará;RJ;646;220.590
08/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Caçapava;SP;20.127;10.802.402
08/2023;MRS;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Itaguai;RJ;2.144;1.004.665
08/2023;MRS;Prd. Siderúrgicos - Outros;Barbará;RJ;Brisamar;RJ;21.343;2.542.441
08/2023;MRS;Prd. Siderúrgicos - Outros;Barbará;RJ;Cruzeiro;SP;927;94.907
08/2023;MRS;Prd. Siderúrgicos - Outros;Brisamar;RJ;Curuputuba;SP;18.916;5.439.012
08/2023;MRS;Prd. Siderúrgicos - Outros;Brisamar;RJ;Eldorado;MG;2.388;1.461.322
08/2023;MRS;Prd. Siderúrgicos - Outros;Brisamar;RJ;Manoel Feio;SP;2.380;1.007.787
08/2023;MRS;Prd. Siderúrgicos - Outros;Brisamar;RJ;São Bento;SP;6.488;2.614.312
08/2023;MRS;Prd. Siderúrgicos - Outros;Dias Tavares;MG;Parque Industrial;MG;3.123;1.087.228
08/2023;MRS;Prd. Siderúrgicos - Outros;Floriano;RJ;Cruzeiro;SP;1.662;132.928
08/2023;MRS;Prd. Siderúrgicos - Outros;Floriano;RJ;Volta Redonda;RJ;1.910;52.576
08/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Caçapava;SP;14.405;4.830.139
08/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;Parque Industrial;MG;70;43.326
08/2023;MRS;Prd. Siderúrgicos - Outros;Itaguai;RJ;São Bento;SP;74;30.410
08/2023;MRS;Prd. Siderúrgicos - Outros;Itutinga;MG;Ouro Branco;MG;71;37.900
08/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Curuputuba;SP;72;36.700
08/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Manoel Feio;SP;16.389;10.581.213
08/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Piaçaguera;SP;2.364;2.240.577
08/2023;MRS;Prd. Siderúrgicos - Outros;Lafaiete Bandeira;MG;Utinga;SP;8.596;5.920.271
08/2023;MRS;Prd. Siderúrgicos - Outros;Manoel Feio;SP;Ipiranga;SP;521;18.391
08/2023;MRS;Prd. Siderúrgicos - Outros;Manoel Feio;SP;Mogi das Cruzes;SP;930;21.436
08/2023;MRS;Prd. Siderúrgicos - Outros;Manoel Feio;SP;Volta Redonda;RJ;1.342;415.273
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Arará;RJ;4.774;2.345.280
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Caçapava;SP;5.878;3.154.793
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Eng. Cesar de Souza;SP;2.195;1.451.481
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Itutinga;MG;14.323;2.002.641
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Manoel Feio;SP;476;301.232
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Parque Industrial;MG;5.561;893.730
08/2023;MRS;Prd. Siderúrgicos - Outros;Ouro Branco;MG;São Caetano do Sul;SP;570;383.229
08/2023;MRS;Prd. Siderúrgicos - Outros;Pedrasil;SP;Jundiaí;SP;1.399;329.005
08/2023;MRS;Prd. Siderúrgicos - Outros;Piaçaguera;SP;Manoel Feio;SP;14.036;866.848
08/2023;MRS;Prd. Siderúrgicos - Outros;Piaçaguera;SP;Siderúrgica do Atlântico;RJ;210;104.728
08/2023;MRS;Prd. Siderúrgicos - Outros;São Bento;SP;São Caetano do Sul;SP;1.542;92.496
08/2023;MRS;Prd. Siderúrgicos - Outros;Saudade;RJ;Eldorado;MG;1.441;614.641
08/2023;MRS;Prd. Siderúrgicos - Outros;Saudade;RJ;Pinheirinho;SP;1.728;502.454
08/2023;MRS;Prd. Siderúrgicos - Outros;Siderúrgica do Atlântico;RJ;Piaçaguera;SP;32.517;16.297.487
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Arará;RJ;300;43.398
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Barbará;RJ;11.864;60.826
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Eldorado;MG;1.990;1.135.987
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Floriano;RJ;101;2.780
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Manoel Feio;SP;41.140;12.730.526
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;Mogi das Cruzes;SP;4.799;1.595.643
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;São Bento;SP;7.947;2.296.285
08/2023;MRS;Prd. Siderúrgicos - Outros;Volta Redonda;RJ;São Caetano do Sul;SP;61;21.285
08/2023;MRS;Prd. Siderúrgicos - Placa;Barbará;RJ;Brisamar;RJ;9.333;1.111.774
08/2023;MRS;Prd. Siderúrgicos - Placa;Barreiro;MG;Cel. João Carlos Guedes;MG;210;26.957
08/2023;MRS;Prd. Siderúrgicos - Placa;Cel. João Carlos Guedes;MG;Barreiro;MG;22.778;2.924.011
08/2023;MRS;Prd. Siderúrgicos - Placa;Dias Tavares;MG;Parque Industrial;MG;3.579;1.245.978
08/2023;MRS;Prd. Siderúrgicos - Placa;Eldorado;MG;Itaguai;RJ;838;469.392
08/2023;MRS;Prd. Siderúrgicos - Placa;Floriano;RJ;Brisamar;RJ;1.508;213.416
08/2023;MRS;Prd. Siderúrgicos - Placa;Itaguai;RJ;Parque Industrial;MG;8.602;4.809.670
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Caçapava;SP;4.471;2.399.639
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Curuputuba;SP;6.433;3.196.795
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Itaguai;RJ;22.880;10.721.430
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Lafaiete Bandeira;MG;14.997;478.959
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Manoel Feio;SP;340;215.166
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Parque Industrial;MG;1.295;208.124
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Pinheirinho;SP;9.038;5.655.708
08/2023;MRS;Prd. Siderúrgicos - Placa;Ouro Branco;MG;São Bento;SP;1.105;676.644
08/2023;MRS;Prd. Siderúrgicos - Placa;Parque Industrial;MG;Barbará;RJ;910;393.130
08/2023;MRS;Prd. Siderúrgicos - Placa;Siderúrgica do Atlântico;RJ;Eldorado;MG;21.730;13.645.223
08/2023;MRS;Prd. Siderúrgicos - Tubos;Arará;RJ;Curuputuba;SP;1.005;319.793
08/2023;MRS;Prd. Siderúrgicos - Tubos;Barreiro;MG;Arará;RJ;5.914;3.416.056
08/2023;MRS;Prd. Siderúrgicos - Tubos;Barreiro;MG;Edmar Alves;SP;350;220.971
08/2023;MRS;Prd. Siderúrgicos - Tubos;Brisamar;RJ;Curuputuba;SP;1.248;358.843
08/2023;MRS;Prd. Siderúrgicos - Tubos;Cel. João Carlos Guedes;MG;Arará;RJ;16.971;7.624.254
08/2023;MRS;Prd. Siderúrgicos - Tubos;Cel. João Carlos Guedes;MG;Barreiro;MG;2.414;309.885
08/2023;MRS;Prd. Siderúrgicos - Tubos;Curuputuba;SP;Arará;RJ;1.050;334.112
08/2023;MRS;Prd. Siderúrgicos - Vergalhões;Dias Tavares;MG;Manoel Feio;SP;556;456.066
08/2023;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;Eldorado;MG;1.405;802.041
08/2023;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;Manoel Feio;SP;7.062;2.185.293
08/2023;MRS;Prd. Siderúrgicos - Vergalhões;Volta Redonda;RJ;São Bento;SP;120;34.674
08/2023;MRS;Soja;Pederneiras;SP;Santos;SP;121.093;63.097.444
